ibm,1,3.644531544143093
data,1,1.7448423344509834
systems,1,1.9138138523837167
division,1,1.9138138523837167
technical,1,3.8276277047674334
information,1,3.8276277047674334
center,1,1.135662602000073
tic,1,1.9138138523837167
provides,1,1.9138138523837167
operating,1,3.8276277047674334
developmental,1,1.9138138523837167
integrated,1,1.9138138523837167
compatible,1,3.8276277047674334
mechanized,1,5.74144155715115
processing,1,9.569069261918584
received,1,1.9138138523837167
organization,1,1.9138138523837167
offers,1,1.9138138523837167
advantages,1,1.9138138523837167
1,1,1.3117538610557542
sophisticated,1,1.9138138523837167
dissemination,1,1.9138138523837167
retrieval,1,1.9138138523837167
2,1,3.644531544143093
library,1,3.8276277047674334
records,1,5.74144155715115
produced,1,1.9138138523837167
standard,1,1.3117538610557542
format,1,1.135662602000073
libraries,1,1.9138138523837167
providing,1,3.8276277047674334
traditional,1,1.9138138523837167
tools,1,1.9138138523837167
3,1,2.4296876960953955
x,1,1.6127838567197355
5,1,2.8733851953281087
catalog,1,1.6127838567197355
cards,1,1.9138138523837167
circulation,1,1.9138138523837167
overdue,1,1.9138138523837167
notices,1,1.9138138523837167
reversible,1,1.9138138523837167
discontinuation,1,1.9138138523837167
machine,1,1.9138138523837167
cause,1,1.9138138523837167
gaps,1,1.9138138523837167
s,1,1.0687158123694598
manual,1,1.135662602000073
4,1,1.2148438480476977
controlled,1,1.9138138523837167
producing,1,1.9138138523837167
statistical,1,1.9138138523837167
evaluations,1,1.9138138523837167
program,1,0.7676858167054786
efficiency,1,1.9138138523837167
user,1,1.135662602000073
oriented,1,1.9138138523837167
24,1,1.6127838567197355
hour,1,1.6127838567197355
copy,1,1.9138138523837167
access,1,2.8733851953281087
immediate,1,1.9138138523837167
microfilm,1,1.3117538610557542
documents,1,1.9138138523837167
6,1,1.3117538610557542
relatively,1,1.9138138523837167
simple,1,1.9138138523837167
relying,1,1.9138138523837167
1401,1,1.4366925976640543
output,1,1.3117538610557542
year,1,1.4366925976640543
conclusions,1,1.9138138523837167
drawn,1,1.9138138523837167
based,1,1.9138138523837167
actual,1,1.9138138523837167
experience,1,1.9138138523837167
new,2,1.135662602000073
automat,2,1.0687158123694598
method,2,0.8346326063360918
present,2,1.0687158123694598
comparison,2,2.6235077221115084
dimension,2,1.9138138523837167
line,2,1.4366925976640543
pattern,2,1.9138138523837167
retriev,2,0.5520860163661238
applic,2,1.4366925976640543
includ,2,0.8724211672254917
match,2,3.225567713439471
chemic,2,1.3117538610557542
structur,2,1.6127838567197355
syntact,2,1.9138138523837167
analyz,2,1.9138138523837167
excerpt,2,1.9138138523837167
extract,2,1.9138138523837167
document,2,1.475445186656071
